DESCRIPTION,LOCATION,MANUFACTURER,MODEL,YEAR,FUEL TYPE,KMS DRIVEN,PRICE
Toyota Fortuner (make Year 2014) (diesel),Delhi,Toyota,Fortuner,2014,Diesel,40000,2425000
Hyundai I20 Asta 1.2 (o) With Sunroof (make Year 2010) (petr,Delhi,Hyundai,I20,2010,Petrol,42000,350000
Skoda Superb (make Year 2010) (petrol),Delhi,Skoda,Superb,2010,Petrol,70944,825000
Skoda Superb Elegance 1.8 Tsi Mt (make Year 2010) (petrol),Delhi,Skoda,Superb,2010,Petrol,25000,700000
Ford Ecosport Titanium 1.0 Ecoboost (make Year 2014) (petrol,Delhi,Ford,Ecosport,2014,Petrol,40000,640000
Maruti Suzuki Wagon R Vxi Bs-iii (make Year 2014) (petrol),Delhi,Maruti Suzuki,Wagon R,2014,Petrol,12000,375000
Mercedes-benz C-class 200 Cgi Avantgarde (make Year 2012) (p,Delhi,Mercedes-Benz,C Class,2012,Petrol,14000,2350000
Maruti Suzuki Swift Vxi (make Year 2012) (petrol),Delhi,Maruti Suzuki,Swift,2012,Petrol,54000,379000
Maruti Suzuki Alto 800 Lxi (airbag) (make Year 2012) (petrol,Delhi,Maruti Suzuki,Alto 800,2012,Petrol,41000,185000
Hyundai I10 Sportz 1.2 Kappa2 (make Year 2011) (cng),Delhi,Hyundai,I10,2011,CNG & Hybrids,60000,290000
Toyota Fortuner 3.0 4x2 At (make Year 2013) (diesel),Delhi,Toyota,Fortuner,2013,Diesel,68000,1999000
Tata Manza Aura Abs Quadrajet Bs-iv (make Year 2011) (diesel,Delhi,Tata,Manza,2011,Diesel,92000,245000
Volkswagen Polo diesel 60632 Kms 2011 year,Delhi,Volkswagen,Polo,2011,Diesel,60632,260000
Honda Accord 2.4 Elegance At (make Year 2010) (petrol),Delhi,Honda,Accord,2010,Petrol,65000,700000
Toyota Fortuner 3.0 4x2 At (make Year 2014) (diesel),Delhi,Toyota,Fortuner,2014,Diesel,65000,2190000
Mahindra Scorpio Sle 2.6 Crde (make Year 2012) (diesel),Delhi,Mahindra,Scorpio,2012,Diesel,101000,625000
Maruti Suzuki Alto 800 Lxi (make Year 2012) (petrol),Delhi,Maruti Suzuki,Alto 800,2012,Petrol,21400,215000
Volkswagen Vento Highline Petrol (make Year 2012) (petrol),Delhi,Volkswagen,Vento,2012,Petrol,50000,475000
Mahindra Xuv500 W10 (make Year 2016) (diesel),Delhi,Mahindra,Xuv500,2016,Diesel,6000,1600000
Ford Ecosport Titanium 1.5 Ti-vct At (make Year 2015) (petro,Delhi,Ford,Ecosport,2015,Petrol,12000,950000
Hyundai I10 Magna 1.1 Irde2 (make Year 2010) (petrol),Delhi,Hyundai,I10,2010,Petrol,47000,235000
Maruti Suzuki Swift (make Year 2014) (petrol),Delhi,Maruti Suzuki,Swift,2014,Petrol,17000,440000
Hyundai I20 Sportz 1.2 Bs-iv (make Year 2011) (petrol),Delhi,Hyundai,I20,2011,Petrol,36000,365000
Hyundai I20 Sportz 1.2 (o) (make Year 2011) (petrol),Delhi,Hyundai,I20,2011,Petrol,55000,325000
Hyundai I20 Magna 1.2 (make Year 2011) (petrol),Delhi,Hyundai,I20,2011,Petrol,37000,300000
Maruti Suzuki Swift Dzire petrol 42000 Kms 2013 year,Delhi,Maruti Suzuki,Swift Dzire,2013,Petrol,42000,440000
Hyundai I10 Magna (make Year 2012) (petrol),Delhi,Hyundai,I10,2012,Petrol,41000,295000
Skoda Superb (make Year 2010) (diesel),Delhi,Skoda,Superb,2010,Diesel,72000,700000
Honda City 1.5 S Mt (make Year 2012) (petrol),Delhi,Honda,City,2012,Petrol,48000,575000
Honda Jazz V Mt (make Year 2011) (petrol),Delhi,Honda,Jazz,2011,Petrol,27000,420000
Maruti Suzuki Sx4 Zxi Mt Bs-iv (make Year 2011) (petrol),Delhi,Maruti Suzuki,Sx4,2011,Petrol,45000,385000
Hyundai I10 petrol 27500 Kms 2014 year,Delhi,Hyundai,I10,2014,Petrol,27500,315000
Toyota Etios Liva G (make Year 2015) (petrol),Delhi,Toyota,Etios Liva,2015,Petrol,30000,478000
Maruti Suzuki Wagon R Vxi Bs-iii (make Year 2011) (petrol),Delhi,Maruti Suzuki,Wagon R,2011,Petrol,45444,235000
Hyundai I10 Era 1.1 Irde2 (make Year 2011) (petrol),Delhi,Hyundai,I10,2011,Petrol,41000,270000
Bmw X1 Sdrive20d (make Year 2011) (diesel),Delhi,BMW,X1,2011,Diesel,36000,1450000
Ford Figo Duratec Petrol Zxi 1.2 (make Year 2011) (petrol),Delhi,Ford,Figo,2011,Petrol,58800,250000
Skoda Fabia Ambiente 1.2 Tdi (make Year 2010) (diesel),Delhi,Skoda,Fabia,2010,Diesel,55000,225000
Toyota Etios G (make Year 2011) (petrol),Delhi,Toyota,Etios,2011,Petrol,38000,340000
Maruti Suzuki Ertiga Vdi (make Year 2012) (diesel),Delhi,Maruti Suzuki,Ertiga,2012,Diesel,35000,535000
Toyota Innova 2.5 Gx 8 Str (make Year 2010) (diesel),Delhi,Toyota,Innova,2010,Diesel,62300,695000
Hyundai I10 Magna 1.2 (make Year 2011) (petrol),Delhi,Hyundai,I10,2011,Petrol,42321,255000
Volkswagen Vento Comfortline Diesel (make Year 2012) (diesel,Delhi,Volkswagen,Vento,2012,Diesel,51700,390000
Nissan Micra Xv Premium Diesel (make Year 2012) (diesel),Delhi,Nissan,Micra,2012,Diesel,65000,325000
Hyundai I10 Magna (make Year 2010) (petrol),Delhi,Hyundai,I10,2010,Petrol,400200,235000
Mahindra Scorpio Lx Bs-iv (make Year 2013) (diesel),Delhi,Mahindra,Scorpio,2013,Diesel,79000,685000
Chevrolet Cruze Ltz (make Year 2010) (diesel),Delhi,Chevrolet,Cruze,2010,Diesel,74000,575000
Hyundai Eon Era + (make Year 2012) (petrol),Delhi,Hyundai,Eon,2012,Petrol,16300,255000
Maruti Suzuki Wagon R Lxi Bs-iii (make Year 2014) (petrol),Delhi,Maruti Suzuki,Wagon R,2014,Petrol,31544,310000
Maruti Suzuki Omni E 8 Str Bs-iv (make Year 2012) (cng),Delhi,Maruti Suzuki,Omni,2012,CNG & Hybrids,50000,165000
Hyundai I20 Magna (o) 1.2 (make Year 2012) (petrol),Delhi,Hyundai,I20,2012,Petrol,36000,375000
Hyundai I20 Magna 1.2 (make Year 2011) (petrol),Delhi,Hyundai,I20,2011,Petrol,49000,330000
Hyundai Santro Xing Gl (make Year 2011) (petrol),Delhi,Hyundai,Santro Xing,2011,Petrol,63000,195000
Hyundai I10 Magna (make Year 2010) (petrol),Delhi,Hyundai,I10,2010,Petrol,30000,250000
Honda Accord 2.4 At (make Year 2011) (petrol),Delhi,Honda,Accord,2011,Petrol,40000,850000
Desire vxi cng good condition,Delhi,Maruti Suzuki,Swift Dzire,2011,CNG & Hybrids,71000,325000
Audi A6 35 Tdi Premium (make Year 2015) (diesel),Delhi,Audi,A6,2015,Diesel,18000,3800000
Hyundai I20 (make Year 2015) (diesel),Delhi,Hyundai,I20,2015,Diesel,44000,675000
Ford Ecosport (make Year 2014) (diesel),Delhi,Ford,Ecosport,2014,Diesel,32000,650000
Maruti Suzuki A-star Vxi (make Year 2010) (cng),Delhi,Maruti Suzuki,A Star,2010,CNG & Hybrids,44000,195000
Maruti Suzuki Swift Lxi (o) (make Year 2010) (petrol),Delhi,Maruti Suzuki,Swift,2010,Petrol,46000,285000
Hyundai Santro Xing Gls (make Year 2014) (petrol),Delhi,Hyundai,Santro Xing,2014,Petrol,14000,340000
Maruti Suzuki Wagon R 1.0 Lxi Cng (make Year 2012) (cng),Delhi,Maruti Suzuki,Wagon R 1.0,2012,CNG & Hybrids,54000,280000
Maruti Suzuki Wagon R petrol 19000 Kms 2016 year,Delhi,Maruti Suzuki,Wagon R,2016,Petrol,19000,325000
Mahindra Bolero Zlx Bs Iv (make Year 2014) (diesel),Delhi,Mahindra,Bolero,2014,Diesel,58000,675000
Hyundai I20 petrol 52000 Kms 2011 year,Delhi,Hyundai,I20,2011,Petrol,52000,320000
Volkswagen Vento Ipl Edition (make Year 2011) (petrol),Delhi,Volkswagen,Vento,2011,Petrol,42000,385000
Hyundai I10 Magna 1.1 Irde2 (make Year 2013) (cng),Delhi,Hyundai,I10,2013,CNG & Hybrids,31245,300000
Skoda Rapid Ambition 1.6 Tdi Cr Mt Plus Alloy (make Year 201,Delhi,Skoda,Rapid,2012,Petrol,56000,425000
2010 Maruti Suzuki Alto petrol 57000 Kms,Delhi,Maruti Suzuki,Alto,2010,Petrol,57000,125000
Maruti Suzuki Celerio Vxi Cng (make Year 2015) (petrol),Delhi,Maruti Suzuki,Celerio,2015,Petrol,20000,425000
Hyundai I10 Magna 1.2 (make Year 2010) (petrol),Delhi,Hyundai,I10,2010,Petrol,25600,250000
Maruti Suzuki Alto Lxi Bs-iv (make Year 2010) (petrol),Delhi,Maruti Suzuki,Alto,2010,Petrol,47000,175000
Hyundai I20 Magna 1.2 (make Year 2010) (petrol),Delhi,Hyundai,I20,2010,Petrol,48000,270000
Toyota Corolla Altis G Diesel (make Year 2012) (diesel),Delhi,Toyota,Corolla Altis,2012,Diesel,65000,750000
Renault Duster 85 Ps Rxl Diesel (make Year 2013) (diesel),Delhi,Renault,Duster,2013,Diesel,59632,595000
Maruti Suzuki Wagon R 1.0 Lxi (make Year 2011) (petrol),Delhi,Maruti Suzuki,Wagon R 1.0,2011,Petrol,67000,245000
2013 Hyundai I20 diesel 54000 Kms,Delhi,Hyundai,I20,2013,Diesel,54000,450000
Chevrolet Beat Ls Diesel (make Year 2011) (diesel),Delhi,Chevrolet,Beat,2011,Diesel,55000,240000
Hyundai Eon Era + (make Year 2011) (petrol),Delhi,Hyundai,Eon,2011,Petrol,28000,225000
Hyundai I20 Sportz 1.4 Crdi (make Year 2013) (diesel),Delhi,Hyundai,I20,2013,Diesel,58000,500000
Hyundai I10 Magna 1.2 (make Year 2011) (petrol),Delhi,Hyundai,I10,2011,Petrol,61552,235000
Skoda Rapid Ambition 1.6 Mpi Mt Plus Alloy (make Year 2012),Delhi,Skoda,Rapid,2012,Diesel,42000,425000
Mahindra Scorpio Vlx 2wd Bs-iii (make Year 2010) (diesel),Delhi,Mahindra,Scorpio,2010,Diesel,50000,565000
Maruti Suzuki Swift Vdi (make Year 2012) (diesel),Delhi,Maruti Suzuki,Swift,2012,Diesel,39570,400000
Nissan Micra Xv Premium Diesel (make Year 2012) (diesel),Delhi,Nissan,Micra,2012,Diesel,63000,315000
Hyundai Verna diesel 42000 Kms 2012 year,Delhi,Hyundai,Verna,2012,Diesel,42000,490000
Maruti Suzuki Ritz Zxi Bs-iv (make Year 2013) (petrol),Delhi,Maruti Suzuki,Ritz,2013,Petrol,23200,375000
Maruti Suzuki Swift Dzire Vdi (make Year 2010) (diesel),Delhi,Maruti Suzuki,Swift Dzire,2010,Diesel,68000,325000
Volkswagen Vento Highline Diesel (make Year 2011) (diesel),Delhi,Volkswagen,Vento,2011,Diesel,59888,375000
Chevrolet Captiva Lt (make Year 2011) (diesel),Delhi,Chevrolet,Captiva,2011,Diesel,65000,800000
Maruti Suzuki Omni E 8 Str Bs-iv (make Year 2011) (cng),Delhi,Maruti Suzuki,Omni,2016,CNG & Hybrids,45000,150000
Maruti Suzuki Swift Dzire Vdi (make Year 2013) (diesel),Delhi,Maruti Suzuki,Swift Dzire,2013,Diesel,62000,475000
Hyundai I10 Magna (make Year 2010) (petrol),Delhi,Hyundai,I10,2010,Petrol,49000,240000
Volkswagen Jetta Highline Tdi At (make Year 2012) (diesel),Delhi,Volkswagen,Jetta,2012,Diesel,50000,1045000
Maruti Suzuki Swift Dzire Ldi (make Year 2013) (petrol),Delhi,Maruti Suzuki,Swift Dzire,2013,Petrol,65734,425000
Mahindra Xylo E4 Bs-iv (make Year 2011) (diesel),Delhi,Mahindra,Xylo,2011,Diesel,52122,400000
Toyota Corolla Altis G (make Year 2012) (diesel),Delhi,Toyota,Corolla Altis,2012,Diesel,65000,775000
Hyundai I10 Magna (make Year 2012) (petrol),Delhi,Hyundai,I10,2012,Petrol,98490,225000
Hyundai Santro Xing Gl Plus (make Year 2011) (petrol),Delhi,Hyundai,Santro Xing,2011,Petrol,42155,200000
Maruti Suzuki Ritz Lxi Bs-iv (make Year 2010) (petrol),Delhi,Maruti Suzuki,Ritz,2010,Petrol,39000,258000
Maruti Suzuki Wagon R Lxi Minor (make Year 2012) (cng),Delhi,Maruti Suzuki,Wagon R,2012,CNG & Hybrids,48000,275000
Maruti Suzuki Swift Vdi (make Year 2010) (diesel),Delhi,Maruti Suzuki,Swift,2010,Diesel,55655,290000
Hyundai I10 Magna 1.2 (make Year 2012) (petrol),Delhi,Hyundai,I10,2012,Petrol,51000,265000
Mercedes-benz C-class 220 Cdi At (make Year 2012) (diesel),Delhi,Mercedes-Benz,C Class,2012,Diesel,35000,1725000
Honda Amaze 1.2 S I-vtec (make Year 2014) (petrol),Delhi,Honda,Amaze,2014,Petrol,16000,491000
Fiat Linea Emotion 1.3 (make Year 2013) (diesel),Delhi,Fiat,Linea,2013,Diesel,79503,375000
Maruti Suzuki Wagon R Vxi Bs-iii (make Year 2010) (petrol),Delhi,Maruti Suzuki,Wagon R,2010,Petrol,58000,180000
Hyundai Santro Xing Gl Plus (make Year 2011) (petrol),Delhi,Hyundai,Santro Xing,2011,Petrol,63645,205000
Audi Q3 2.0 Tdi Quattro Premium Plus (make Year 2012) (diese,Delhi,Audi,Q3,2012,Diesel,55000,2000000
Maruti Suzuki Eeco 5 Str With A/c+htr Cng (make Year 2011) (,Delhi,Maruti Suzuki,Eeco,2011,CNG & Hybrids,49000,250000
Ford Figo Duratorq Diesel Zxi 1.4 (make Year 2011) (diesel),Delhi,Ford,Figo,2011,Diesel,58000,255000
Beat diesel car,Delhi,Chevrolet,Beat,2012,Diesel,90000,200000
Fiat Linea Emotion 1.3 Mjd (make Year 2013) (diesel),Delhi,Fiat,Linea,2013,Diesel,34478,475000
Maruti Suzuki Alto Lxi Cng (make Year 2012) (cng),Delhi,Maruti Suzuki,Alto,2012,CNG & Hybrids,42000,205000
Hyundai Eon D-lite + (make Year 2012) (petrol),Delhi,Hyundai,Eon,2012,Petrol,35000,200000
Mahindra Scorpio Vlx 2wd Bs-iv (make Year 2013) (diesel),Delhi,Mahindra,Scorpio,2013,Diesel,48000,715000
Maruti Suzuki Swift Dzire Vxi (make Year 2015) (petrol),Delhi,Maruti Suzuki,Swift Dzire,2015,Petrol,18000,565000
Mahindra Xylo E8 Bs-iv (make Year 2010) (diesel),Delhi,Mahindra,Xylo,2010,Diesel,56555,380000
Skoda Superb (make Year 2014) (petrol),Delhi,Skoda,Superb,2014,Petrol,9900,1530000
Mahindra Scorpio Sle Bs-iii (make Year 2013) (diesel),Delhi,Mahindra,Scorpio,2013,Diesel,76000,765000
Mahindra Scorpio Sle Bs-iii (make Year 2014) (diesel),Delhi,Mahindra,Scorpio,2014,Diesel,58000,775000
Honda Mobilio S I-dtec (make Year 2015) (diesel),Delhi,Honda,Mobilio,2015,Diesel,35000,650000
Toyota Corolla Altis 1.8 G (make Year 2010) (petrol),Delhi,Toyota,Corolla Altis,2010,Petrol,27000,675000
Hyundai I20 Sportz 1.2 Bs-iv (make Year 2011) (petrol),Delhi,Hyundai,I20,2011,Petrol,33000,350000
Maruti Suzuki Swift Dzire Vdi (make Year 2013) (diesel),Delhi,Maruti Suzuki,Swift Dzire,2013,Diesel,69346,475000
Maruti Suzuki Swift Dzire Zdi (make Year 2011) (diesel),Delhi,Maruti Suzuki,Swift Dzire,2011,Diesel,74000,390000
Maruti Suzuki A-star Vxi (make Year 2011) (petrol),Delhi,Maruti Suzuki,A Star,2011,Petrol,55000,225000
Maruti Suzuki Swift Dzire Vdi (make Year 2013) (diesel),Delhi,Maruti Suzuki,Swift Dzire,2013,Diesel,62538,535000
Toyota Fortuner 3.0 4x2 At (make Year 2012) (petrol),Delhi,Toyota,Fortuner,2012,Petrol,48000,1725000
Mahindra Bolero Zlx Bs Iii (make Year 2012) (diesel),Delhi,Mahindra,Bolero,2012,Diesel,55000,600000
Honda Accord 2.4 At (make Year 2010) (petrol),Delhi,Honda,Accord,2010,Petrol,36000,835000
Hyundai I20 Magna (o) 1.2 (make Year 2011) (petrol),Delhi,Hyundai,I20,2011,Petrol,50000,335000
Maruti Suzuki Eeco 7 Str (make Year 2013) (cng),Delhi,Maruti Suzuki,Eeco,2013,CNG & Hybrids,77000,255000
Hyundai I10 Magna 1.1 Lpg (make Year 2013) (cng),Delhi,Hyundai,I10,2013,CNG & Hybrids,51600,360000
Hyundai Santro Xing Gl Plus (make Year 2013) (petrol),Delhi,Hyundai,Santro Xing,2013,Petrol,66000,280000
Honda City 1.5 V Mt (make Year 2011) (petrol),Delhi,Honda,City,2011,Petrol,55000,480000
Ford Figo Duratec Petrol Zxi 1.2 (make Year 2010) (petrol),Delhi,Ford,Figo,2010,Petrol,50000,211000
Toyota Corolla Altis 1.8 G (make Year 2013) (petrol),Delhi,Toyota,Corolla Altis,2013,Petrol,9000,1025000
Mahindra Scorpio Ex (make Year 2012) (diesel),Delhi,Mahindra,Scorpio,2012,Diesel,72000,550000
Toyota Innova 2.5 Vx 7 Str Bs-iv (make Year 2013) (diesel),Delhi,Toyota,Innova,2013,Diesel,52000,1200000
Audi A6 2.8 Fsi (make Year 2012) (petrol),Delhi,Audi,A6,2012,Petrol,54000,2300000
Skoda Superb Elegance 2.0 Tdi Cr At (make Year 2012) (diesel,Delhi,Skoda,Superb,2012,Diesel,22500,1425000
Honda Accord 2.4 At (make Year 2011) (petrol),Delhi,Honda,Accord,2011,Petrol,36000,1025000
Honda City 1.5 S Mt (make Year 2010) (petrol),Delhi,Honda,City,2010,Petrol,68000,400000
Honda City 1.5 V At (make Year 2012) (petrol),Delhi,Honda,City,2012,Petrol,19000,725000
Hyundai I20 Sportz 1.4 Crdi 6 Speed Bs-iv (make Year 2013) (,Delhi,Hyundai,I20,2013,Diesel,45665,450000
Hyundai I10 Magna 1.2 (make Year 2010) (petrol),Delhi,Hyundai,I10,2010,Petrol,47000,240000
Maruti Suzuki Swift diesel 32000 Kms 2014 year,Delhi,Maruti Suzuki,Swift,2014,Diesel,32000,515000
Hyundai Elite I20 Sportz 1.2 (make Year 2015) (petrol),Delhi,Hyundai,Elite I20,2015,Petrol,8800,665000
Maruti Suzuki Sx4 Vxi (make Year 2013) (petrol),Delhi,Maruti Suzuki,Sx4,2013,Petrol,44000,400000
Volkswagen Polo Comfortline 1.2l (d) (make Year 2012) (diese,Delhi,Volkswagen,Polo,2012,Diesel,58000,425000
Hyundai Accent Cng (make Year 2010) (cng),Delhi,Hyundai,Accent,2010,CNG & Hybrids,48000,190000
Maruti Suzuki Zen Estilo (make Year 2011) (petrol),Delhi,Maruti Suzuki,Zen Estilo,2011,Petrol,34000,190000
Maruti Suzuki Swift Vxi (make Year 2013) (petrol),Delhi,Maruti Suzuki,Swift,2013,Petrol,27000,430000
Ford Ecosport Titanium 1.5 Ti-vct (make Year 2013) (diesel),Delhi,Ford,Ecosport,2013,Diesel,60000,660000
Maruti Suzuki Wagon R 1.0 Vxi (make Year 2015) (petrol),Delhi,Maruti Suzuki,Wagon R 1.0,2015,Petrol,23000,375000
Maruti Suzuki Swift Vxi 1.2 Bs-iv (make Year 2014) (petrol),Delhi,Maruti Suzuki,Swift,2014,Petrol,38000,455000
Hyundai I20 Sportz 1.4 Crdi 6 Speed Bs-iv (make Year 2012) (,Delhi,Hyundai,I20,2012,Diesel,55000,410000
Maruti Suzuki Swift Vdi Bs-iv (make Year 2012) (diesel),Delhi,Maruti Suzuki,Swift,2012,Diesel,51221,375000
Maruti Suzuki Swift Dzire Ldi Bs-iv (make Year 2012) (diesel,Delhi,Maruti Suzuki,Swift Dzire,2012,Diesel,65000,390000
Tata Indigo Cs diesel 70000 Kms 2011 year,Delhi,Tata,Indigo Cs,2011,Diesel,70000,140000
Hyundai Santro Xing Gls (make Year 2010) (petrol),Delhi,Hyundai,Santro Xing,2010,Petrol,51000,190000
Maruti Suzuki Swift Dzire Vxi (make Year 2015) (petrol),Delhi,Maruti Suzuki,Swift Dzire,2015,Petrol,18900,565000
Audi A4 2.0 Tdi (177bhp) Premium Plus (make Year 2013) (dies,Delhi,Audi,A4,2013,Diesel,15000,2450000
Bmw 5 Series 520d Luxury Line (make Year 2013) (diesel),Delhi,BMW,5 Series,2013,Diesel,35000,2900000
Nissan Sunny Xv D (make Year 2012) (diesel),Delhi,Nissan,Sunny,2012,Diesel,44000,485000
Hyundai Grand I10 Sportz 1.1 Crdi (make Year 2014) (diesel),Delhi,Hyundai,Grand I10,2014,Diesel,38000,499000
Hyundai I20 Magna 1.4 Crdi (make Year 2015) (diesel),Delhi,Hyundai,I20,2015,Diesel,44000,655000
Honda Amaze 1.2 Sx I-vtec (make Year 2015) (petrol),Delhi,Honda,Amaze,2015,Petrol,12900,545000
Maruti Suzuki Wagon R 1.0 Lxi Cng (make Year 2013) (cng),Delhi,Maruti Suzuki,Wagon R 1.0,2013,CNG & Hybrids,43000,315000
Audi A4 2.0 Tdi (177bhp) Premium Plus (make Year 2011) (dies,Delhi,Audi,A4,2011,Diesel,21578,1775000
Maruti Suzuki Swift Lxi 1.2 Bs-iv (make Year 2015) (cng),Delhi,Maruti Suzuki,Swift,2015,CNG & Hybrids,56000,410000
Ford Figo Duratorq Diesel Titanium 1.4 (make Year 2013) (die,Delhi,Ford,Figo,2013,Diesel,53000,300000
Toyota Etios Liva Gd (make Year 2013) (diesel),Delhi,Toyota,Etios Liva,2013,Diesel,60000,370000
Hyundai I10 Magna 1.2 (make Year 2013) (petrol),Delhi,Hyundai,I10,2013,Petrol,38000,295000
Hyundai I10 Magna (make Year 2012) (petrol),Delhi,Hyundai,I10,2012,Petrol,132237,200000
Honda Civic 1.8s Mt (make Year 2011) (petrol),Delhi,Honda,Civic,2011,Petrol,90000,600000
Toyota Etios Gd (make Year 2012) (diesel),Delhi,Toyota,Etios,2012,Diesel,114242,312000
Chevrolet Cruze Ltz (make Year 2013) (petrol),Delhi,Chevrolet,Cruze,2013,Petrol,36000,850000
Hyundai Santro Xing Gls (make Year 2010) (petrol),Delhi,Hyundai,Santro Xing,2010,Petrol,48000,185000
Maruti Suzuki Swift Lxi (make Year 2010) (petrol),Delhi,Maruti Suzuki,Swift,2010,Petrol,49601,290000
Honda Accord 2.4 Mt (make Year 2011) (petrol),Delhi,Honda,Accord,2011,Petrol,63000,725000
Maruti Suzuki Ertiga Vdi (make Year 2012) (diesel),Delhi,Maruti Suzuki,Ertiga,2012,Diesel,55000,500000
Honda City Vx Cvt (make Year 2015) (petrol),Delhi,Honda,City,2015,Petrol,2450,1165000
Toyota Etios Gd (make Year 2012) (diesel),Delhi,Toyota,Etios,2012,Diesel,152817,350000
Honda Amaze 1.5 Ex I-dtec (make Year 2013) (diesel),Delhi,Honda,Amaze,2013,Diesel,65000,425000
Hyundai Eon Era + (make Year 2013) (petrol),Delhi,Hyundai,Eon,2013,Petrol,40000,230000
Volkswagen Vento Highline Petrol At (make Year 2011) (petrol,Delhi,Volkswagen,Vento,2011,Petrol,53000,425000
Hyundai I20 Asta 1.2 (o) (make Year 2010) (petrol),Delhi,Hyundai,I20,2010,Petrol,58000,325000
Fiat Linea Emotion 1.3 (make Year 2013) (diesel),Delhi,Fiat,Linea,2013,Diesel,39800,490000
Maruti Suzuki Wagon R Lxi Bs-iii (make Year 2013) (cng),Delhi,Maruti Suzuki,Wagon R,2013,CNG & Hybrids,44000,290000
Honda City 1.5 S Mt (make Year 2012) (petrol),Delhi,Honda,City,2012,Petrol,37824,600000
Hyundai Santro Xing Gls (make Year 2013) (petrol),Delhi,Hyundai,Santro Xing,2013,Petrol,48000,280000
Mercedes-benz C-class 200 Cgi Elegance (make Year 2010) (pet,Delhi,Mercedes-Benz,C Class,2010,Petrol,47284,1290000
Maruti Suzuki Wagon R 1.0 Lxi Cng (make Year 2012) (cng),Delhi,Maruti Suzuki,Wagon R 1.0,2012,CNG & Hybrids,62200,225000
Skoda Fabia Elegance 1.2 Mpi (make Year 2011) (petrol),Delhi,Skoda,Fabia,2011,Petrol,36000,215000
Fiat Linea Emotion 1.3 (make Year 2013) (diesel),Delhi,Fiat,Linea,2013,Diesel,80391,375000
Maruti Suzuki Swift Dzire Vxi 1.2 Bs-iv (make Year 2010) (cn,Delhi,Maruti Suzuki,Swift Dzire,2010,CNG & Hybrids,60000,290000
Maruti Suzuki Ertiga Vdi (make Year 2012) (diesel),Delhi,Maruti Suzuki,Ertiga,2012,Diesel,60000,500000
2011 Hyundai Accent cng 70000 Kms,Delhi,Hyundai,Accent,2011,CNG & Hybrids,70000,249000
"(used) (435,000)",Delhi,Hyundai,I20,2012,Petrol,8600,435000
Mercedes-benz C-class 250 Avantgarde (make Year 2010) (petro,Delhi,Mercedes-Benz,C Class,2010,Petrol,48000,1500000
2012 Maruti Suzuki Swift diesel 52500 Kms,Delhi,Maruti Suzuki,Swift,2012,Diesel,52500,410000
Maruti Suzuki Wagon R 1.0 Lxi (make Year 2010) (petrol),Delhi,Maruti Suzuki,Wagon R 1.0,2010,Petrol,60325,225000
Maruti Suzuki Wagon R Lxi Bs-iii (make Year 2011) (cng),Delhi,Maruti Suzuki,Wagon R,2011,CNG & Hybrids,64544,240000
Chevrolet Beat Lt Petrol (make Year 2010) (petrol),Delhi,Chevrolet,Beat,2010,Petrol,26000,195000
Hyundai Elantra 1.8 Sx Mt (make Year 2015) (petrol),Delhi,Hyundai,Elantra,2015,Petrol,30000,1300000
Honda Brio S Mt (make Year 2012) (petrol),Delhi,Honda,Brio,2012,Petrol,53439,300000
Ford Figo Duratorq Diesel Zxi 1.4 (make Year 2011) (diesel),Delhi,Ford,Figo,2011,Diesel,52220,235000
Renault Duster 85 Ps Rxl Diesel (make Year 2013) (diesel),Delhi,Renault,Duster,2013,Diesel,32000,725000
Mahindra Scorpio Sle Bs-iii (make Year 2014) (diesel),Delhi,Mahindra,Scorpio,2014,Diesel,54000,850000
Toyota Etios Gd (make Year 2012) (diesel),Delhi,Toyota,Etios,2012,Diesel,44000,425000
2012 Hyundai Verna diesel 60900 Kms,Delhi,Hyundai,Verna,2012,Diesel,60900,535000
2010 Toyota Corolla Altis petrol 71000 Kms,Delhi,Toyota,Corolla Altis,2010,Petrol,71000,600000
Audi A4 2.0 Tdi (177bhp) Premium (make Year 2014) (diesel),Delhi,Audi,A4,2014,Diesel,14000,2600000
Hyundai Santro Xing Gl (make Year 2011) (petrol),Delhi,Hyundai,Santro Xing,2011,Petrol,33000,225000
Volkswagen Vento Highline Petrol (make Year 2011) (petrol),Delhi,Volkswagen,Vento,2011,Petrol,43897,380000
Bmw 5 Series 525d Sedan (make Year 2013) (diesel),Delhi,BMW,5 Series,2013,Diesel,39000,2550000
Audi A6 2.0 Tdi Premium Plus (make Year 2013) (diesel),Delhi,Audi,A6,2013,Diesel,66500,2550000
Honda City 1.5 V Mt (make Year 2010) (petrol),Delhi,Honda,City,2010,Petrol,51000,425000
audin q5 all original,Delhi,Audi,Q5,2011,Diesel,80000,1900000
Maruti Suzuki Ertiga Vdi (make Year 2012) (diesel),Delhi,Maruti Suzuki,Ertiga,2012,Diesel,35000,535000
Hyundai I20 Magna 1.2 (make Year 2010) (petrol),Delhi,Hyundai,I20,2010,Petrol,40000,300000
Maruti Suzuki Swift Dzire Vdi (make Year 2010) (diesel),Delhi,Maruti Suzuki,Swift Dzire,2010,Diesel,56550,325000
